time	V(vout)
3.380913502312592e+00	2.316808e+00
3.382042293398151e+00	2.275455e+00
3.383150915632260e+00	2.231662e+00
3.384238316846856e+00	2.185506e+00
3.385306730602242e+00	2.136969e+00
3.386355022347381e+00	2.086210e+00
3.387385206864186e+00	2.033255e+00
3.388396372612676e+00	1.978290e+00
3.389390318326078e+00	1.921362e+00
3.390366239086220e+00	1.862669e+00
3.391325847237807e+00	1.802262e+00
3.392268361149878e+00	1.740344e+00
3.393195447409227e+00	1.676958e+00
3.394106343964758e+00	1.612309e+00
3.395883675379516e+00	1.479523e+00
3.397603739999742e+00	1.342885e+00
3.398443584682708e+00	1.273362e+00
3.399269827388739e+00	1.203222e+00
3.400083874626045e+00	1.132472e+00
3.402452785600923e+00	9.177362e-01
3.404721709045614e+00	7.006645e-01
3.406899724804734e+00	4.830351e-01
3.408997164393238e+00	2.661355e-01
3.410354944674043e+00	1.225138e-01
3.411022573765794e+00	5.110837e-02
3.411683526910936e+00	-2.003121e-02
3.412985520404989e+00	-1.612877e-01
3.413627220799532e+00	-2.313628e-01
3.414263485692138e+00	-3.010807e-01
3.415519939871945e+00	-4.392665e-01
3.417369601607199e+00	-6.432678e-01
3.419184878298881e+00	-8.430957e-01
3.420973522296003e+00	-1.038454e+00
3.422155305049481e+00	-1.166115e+00
3.423331315873466e+00	-1.291628e+00
3.424503959802589e+00	-1.414917e+00
3.426261971063669e+00	-1.595486e+00
3.427647367877138e+00	-1.734972e+00
3.429032764690605e+00	-1.868513e+00
3.430418161504074e+00	-1.996108e+00
3.431803558317541e+00	-2.117757e+00
3.433188955131010e+00	-2.233461e+00
3.434574351944478e+00	-2.343219e+00
3.435959748757946e+00	-2.447031e+00
3.437912555678980e+00	-2.577468e+00
3.439934556770706e+00	-2.694031e+00
3.441327509583179e+00	-2.762511e+00
3.442761283482391e+00	-2.822287e+00
3.443495031673883e+00	-2.848497e+00
3.444240434052679e+00	-2.871982e+00
3.444998722531380e+00	-2.892475e+00
3.445769919316712e+00	-2.909060e+00
3.446555149325980e+00	-2.917750e+00
3.447357201713946e+00	-2.909883e+00
3.448166148840835e+00	-2.879844e+00
3.448992154270067e+00	-2.832773e+00
3.449862468068446e+00	-2.777096e+00
3.450739300898936e+00	-2.720345e+00
3.451637556628056e+00	-2.662262e+00
3.452564313275996e+00	-2.602105e+00
3.453507366309302e+00	-2.540153e+00
3.454479694257810e+00	-2.474784e+00
3.455474915454367e+00	-2.405348e+00
3.456497241993566e+00	-2.330223e+00
3.457548249732399e+00	-2.247871e+00
3.458626984034945e+00	-2.157086e+00
3.459738791657529e+00	-2.056406e+00
3.460880519394295e+00	-1.945355e+00
3.462059022879533e+00	-1.822647e+00
3.463271178633701e+00	-1.688041e+00
3.464523427790644e+00	-1.540283e+00
3.465813690477001e+00	-1.379099e+00
3.467148137033383e+00	-1.203238e+00
3.468524982083743e+00	-1.012517e+00
3.469951056048754e+00	-8.056515e-01
3.471424207530801e+00	-5.827423e-01
3.472952340912935e+00	-3.425494e-01
3.474532830663020e+00	-8.567686e-02
3.476174653956686e+00	1.888244e-01
3.477874806648402e+00	4.795013e-01
3.479643242617198e+00	7.864910e-01
3.481476622635745e+00	1.106761e+00
3.483385805789194e+00	1.438391e+00
3.485366856125246e+00	1.774540e+00
3.487431922492766e+00	2.105495e+00
3.489573724206219e+00	2.397417e+00
3.491816950372213e+00	2.592197e+00
3.494076058694787e+00	2.662338e+00
3.495606810025750e+00	2.660258e+00
3.497309374478050e+00	2.637830e+00
3.499295631976435e+00	2.601536e+00
3.501306146770208e+00	2.558454e+00
3.503642223250987e+00	2.503143e+00
3.506117099008309e+00	2.438286e+00
3.508857719605274e+00	2.355336e+00
3.511858550555429e+00	2.246128e+00
3.515120662100942e+00	2.101039e+00
3.518717726411469e+00	1.906580e+00
3.522620440042668e+00	1.654026e+00
3.526909815404014e+00	1.328368e+00
3.531569721543936e+00	9.230862e-01
3.536676021730976e+00	4.283980e-01
3.542213937764236e+00	-1.487652e-01
3.548279298852186e+00	-7.981789e-01
3.554832712380254e+00	-1.472688e+00
3.562018050720054e+00	-2.112400e+00
3.569768223912904e+00	-2.594464e+00
3.577580723912904e+00	-2.762121e+00
3.582074468202459e+00	-2.621780e+00
3.585343049612123e+00	-2.396484e+00
3.587515065311739e+00	-2.223965e+00
3.589558993852351e+00	-2.043783e+00
3.592104522083992e+00	-1.784634e+00
3.594707614337289e+00	-1.482234e+00
3.597654553155226e+00	-1.095881e+00
3.600898055296386e+00	-6.240797e-01
3.604444984458447e+00	-6.217796e-02
3.608393577504106e+00	6.011984e-01
3.612749503894273e+00	1.343169e+00
3.617547454470480e+00	2.053200e+00
3.622938575544888e+00	2.524514e+00
3.627784494270276e+00	2.612106e+00
3.632134308347100e+00	2.535700e+00
3.635662330399268e+00	2.446207e+00
3.639128727319822e+00	2.337826e+00
3.644043996537749e+00	2.138722e+00
3.649019091050682e+00	1.872129e+00
3.655271929445722e+00	1.437986e+00
3.662366803336539e+00	8.321542e-01
3.670179303336539e+00	6.191295e-02
3.677991803336539e+00	-7.582511e-01
3.685804303336539e+00	-1.549444e+00
3.693616803336539e+00	-2.216631e+00
3.701429303336539e+00	-2.638561e+00
3.709241803336539e+00	-2.694867e+00
3.715230928484069e+00	-2.420703e+00
3.720915426610393e+00	-1.936762e+00
3.724137982328475e+00	-1.587328e+00
3.727244693378082e+00	-1.188531e+00
3.731431135845337e+00	-5.770925e-01
3.736014959539479e+00	1.615822e-01
3.741446972416651e+00	1.077580e+00
3.747984490119246e+00	2.044054e+00
3.753829900220664e+00	2.557890e+00
3.757454571518410e+00	2.625681e+00
3.761267655854395e+00	2.561903e+00
3.764710130935379e+00	2.480851e+00
3.768077256031716e+00	2.382806e+00
3.773396983674193e+00	2.183243e+00
3.778189550812469e+00	1.941903e+00
3.784655606156459e+00	1.512059e+00
3.791817435523827e+00	9.187390e-01
3.799629935523827e+00	1.614044e-01
3.807442435523827e+00	-6.545444e-01
3.815254935523827e+00	-1.452356e+00
3.823067435523827e+00	-2.138426e+00
3.830879935523827e+00	-2.603279e+00
3.838692435523827e+00	-2.737235e+00
3.843648794486286e+00	-2.555420e+00
3.848225517831115e+00	-2.203269e+00
3.850967001440655e+00	-1.947139e+00
3.853484913616499e+00	-1.673926e+00
3.857361674647624e+00	-1.185719e+00
3.861089305215315e+00	-6.511194e-01
3.865932231063724e+00	1.214224e-01
3.871444226913012e+00	1.043759e+00
3.877896655719792e+00	2.004555e+00
3.883738767922545e+00	2.536306e+00
3.887601709231843e+00	2.615941e+00
3.891855741754538e+00	2.545242e+00
3.895267177545471e+00	2.463607e+00
3.898636424253004e+00	2.364904e+00
3.903036223958648e+00	2.201485e+00
3.907488759636468e+00	1.985927e+00
3.912743074479999e+00	1.658798e+00
3.918605733435484e+00	1.207446e+00
3.925065571170138e+00	6.186150e-01
3.932483318328146e+00	-1.364220e-01
3.940295818328146e+00	-9.599138e-01
3.948108318328146e+00	-1.731787e+00
3.955920818328146e+00	-2.355884e+00
3.963733318328146e+00	-2.691785e+00
3.971545818328146e+00	-2.705707e+00
3.971787660101163e+00	-2.696457e+00
3.972271343647197e+00	-2.666511e+00
3.973126789808080e+00	-2.612518e+00
3.974006025231809e+00	-2.555592e+00
3.975764496079269e+00	-2.433248e+00
3.979281437774189e+00	-2.157435e+00
3.981797201609465e+00	-1.926751e+00
3.984174424380779e+00	-1.666341e+00
3.988481403271003e+00	-1.114208e+00
3.993266680932689e+00	-4.046644e-01
4.001079180932688e+00	8.662868e-01
4.008891680932688e+00	2.011475e+00
4.015150642896921e+00	2.554631e+00
4.019080994646304e+00	2.619908e+00
4.022874116549483e+00	2.552739e+00
4.025967052920080e+00	2.478129e+00
4.029356470799231e+00	2.374811e+00
4.036028788489495e+00	2.094431e+00
4.043841288489495e+00	1.634923e+00
4.051653788489495e+00	1.025147e+00
4.059466288489495e+00	2.885265e-01
4.067278788489495e+00	-5.195089e-01
4.075091288489495e+00	-1.322410e+00
4.082903788489495e+00	-2.028759e+00
4.090716288489495e+00	-2.539805e+00
4.098528788489495e+00	-2.708914e+00
4.106341288489495e+00	-2.441662e+00
4.110842702852135e+00	-2.084167e+00
4.113677294786542e+00	-1.792685e+00
4.116293771092066e+00	-1.486227e+00
4.119435331665931e+00	-1.059861e+00
4.125718452813663e+00	-9.053781e-02
4.133530952813663e+00	1.180209e+00
4.141343452813663e+00	2.229039e+00
4.147193262821938e+00	2.601921e+00
4.150084844412272e+00	2.608081e+00
4.152865863683101e+00	2.552266e+00
4.156648968345309e+00	2.459509e+00
4.160700938906269e+00	2.337276e+00
4.165492897452190e+00	2.145715e+00
4.171147552870116e+00	1.841486e+00
4.177587717557598e+00	1.388576e+00
4.185138202514972e+00	7.333351e-01
4.192950702514972e+00	-4.453544e-02
4.200763202514972e+00	-8.648745e-01
4.208575702514972e+00	-1.644696e+00
4.216388202514972e+00	-2.288047e+00
4.224200702514972e+00	-2.665657e+00
4.232013202514972e+00	-2.749081e+00
4.232382857339720e+00	-2.738567e+00
4.233122166989216e+00	-2.697704e+00
4.234600786288208e+00	-2.607908e+00
4.236018061349369e+00	-2.515847e+00
4.238038101881804e+00	-2.371305e+00
4.241483777697142e+00	-2.088936e+00
4.244041368042820e+00	-1.842722e+00
4.246510764857834e+00	-1.564327e+00
4.249606872091433e+00	-1.158118e+00
4.255799086558630e+00	-2.245013e-01
4.263611586558630e+00	1.043787e+00
4.271424086558630e+00	2.141944e+00
4.277401971125074e+00	2.594313e+00
4.280462224350663e+00	2.625206e+00
4.283536895611521e+00	2.568929e+00
4.287030540922354e+00	2.486684e+00
4.290473031613781e+00	2.385111e+00
4.296779431343843e+00	2.135013e+00
4.303112023387673e+00	1.785876e+00
4.310924523387673e+00	1.210712e+00
4.318737023387673e+00	5.056310e-01
4.326549523387673e+00	-2.887403e-01
4.334362023387673e+00	-1.101458e+00
4.342174523387673e+00	-1.844443e+00
4.349987023387673e+00	-2.420819e+00
4.357799523387673e+00	-2.691749e+00
4.365612023387673e+00	-2.570287e+00
4.369683852348214e+00	-2.329582e+00
4.373597703365711e+00	-1.992896e+00
4.377178951304662e+00	-1.605060e+00
4.383362535341947e+00	-7.797005e-01
4.389338113445882e+00	1.463930e-01
4.397150613445882e+00	1.401741e+00
4.404963113445882e+00	2.350896e+00
4.410892262906822e+00	2.615784e+00
4.414147001370959e+00	2.583612e+00
4.417274123973056e+00	2.510076e+00
4.420387033983753e+00	2.426981e+00
4.423881155896501e+00	2.316366e+00
4.427261464023099e+00	2.184007e+00
4.430911531861150e+00	2.007069e+00
4.434641119807291e+00	1.788308e+00
4.438489697845850e+00	1.521832e+00
4.442514998656427e+00	1.201553e+00
4.446630269721441e+00	8.347108e-01
4.450923217754825e+00	4.166682e-01
4.455327505285138e+00	-3.949052e-02
4.459895696288725e+00	-5.281879e-01
4.464589866056709e+00	-1.029420e+00
4.469447806337317e+00	-1.525814e+00
4.474439165352138e+00	-1.987094e+00
4.479601352497563e+00	-2.383918e+00
4.484913096342484e+00	-2.676536e+00
4.490401148450883e+00	-2.781239e+00
4.496074168127686e+00	-2.621322e+00
4.499552653815426e+00	-2.396329e+00
4.502424177250832e+00	-2.162014e+00
4.505240601923608e+00	-1.895958e+00
4.508317298225240e+00	-1.552814e+00
4.511428357432393e+00	-1.154088e+00
4.514721555091043e+00	-6.807851e-01
4.518145119677127e+00	-1.428886e-01
4.521728870329654e+00	4.565248e-01
4.525475460484185e+00	1.101472e+00
4.529413487399544e+00	1.760928e+00
4.533513031048601e+00	2.305910e+00
4.537874735093046e+00	2.602496e+00
4.540889960167046e+00	2.632954e+00
4.543750298730486e+00	2.586993e+00
4.546599357691357e+00	2.524530e+00
4.549488289059376e+00	2.452224e+00
4.552287401576187e+00	2.371765e+00
4.555122847761917e+00	2.275068e+00
4.557909445926004e+00	2.161269e+00
4.560681800763587e+00	2.027280e+00
4.563440863213700e+00	1.872531e+00
4.566165322112307e+00	1.698484e+00
4.568879154551432e+00	1.504493e+00
4.571559240711980e+00	1.293590e+00
4.574222482021918e+00	1.066188e+00
4.576854646503951e+00	8.255175e-01
4.579466036501502e+00	5.729120e-01
4.582046245373072e+00	3.118560e-01
4.584604241558863e+00	4.408382e-02
4.587130212218245e+00	-2.266152e-01
4.589633081848244e+00	-4.983572e-01
4.592103850351620e+00	-7.672891e-01
4.594550598676928e+00	-1.031419e+00
4.596966129674496e+00	-1.287140e+00
4.599356900043900e+00	-1.532387e+00
4.601718095891300e+00	-1.764023e+00
4.604054198950410e+00	-1.979987e+00
4.606362986932741e+00	-2.177728e+00
4.608646842085479e+00	-2.355293e+00
4.610906178416339e+00	-2.510745e+00
4.613141243471816e+00	-2.642342e+00
4.615355041632351e+00	-2.748714e+00
4.617545720201039e+00	-2.828415e+00
4.619718741573994e+00	-2.872991e+00
4.621870399748519e+00	-2.868100e+00
4.622885704625401e+00	-2.833357e+00
4.624212343452063e+00	-2.755927e+00
4.625354902389232e+00	-2.682550e+00
4.626568586453596e+00	-2.603550e+00
4.627763024361868e+00	-2.524718e+00
4.628938608237685e+00	-2.444560e+00
4.630134452721350e+00	-2.358672e+00
4.631309527969860e+00	-2.268269e+00
4.632494217669199e+00	-2.169722e+00
4.633673054246016e+00	-2.063576e+00
4.634853868472581e+00	-1.948911e+00
4.636034829220162e+00	-1.825939e+00
4.637217948457311e+00	-1.694581e+00
4.638402529775457e+00	-1.555086e+00
4.639591599120206e+00	-1.407285e+00
4.640782955709700e+00	-1.251668e+00
4.641980874275238e+00	-1.087914e+00
4.643182444668179e+00	-9.166915e-01
4.644392231503740e+00	-7.376534e-01
4.645607332332146e+00	-5.515738e-01
4.646832211334843e+00	-3.581609e-01
4.648064104932258e+00	-1.582991e-01
4.649307378414099e+00	4.820491e-02
4.650559354864803e+00	2.603123e-01
4.651824326625499e+00	4.780587e-01
4.653099695881024e+00	7.001863e-01
4.654389633723586e+00	9.264596e-01
4.655691661128234e+00	1.155285e+00
4.657009739677100e+00	1.385933e+00
4.658341528260376e+00	1.616178e+00
4.659690718641644e+00	1.844232e+00
4.661054932053439e+00	2.066160e+00
4.662437861336706e+00	2.276332e+00
4.663835569888790e+00	2.460064e+00
4.665256875100993e+00	2.591438e+00
4.666674023998739e+00	2.653172e+00
4.668113298355279e+00	2.667289e+00
4.669438272019077e+00	2.660302e+00
4.671066366979941e+00	2.639330e+00
4.672564008279690e+00	2.613132e+00
4.674239942016050e+00	2.578753e+00
4.675948610119025e+00	2.540466e+00
4.677725243686021e+00	2.497913e+00
4.679604666475758e+00	2.449600e+00
4.681541538096655e+00	2.394885e+00
4.683579350162197e+00	2.329936e+00
4.685698469284334e+00	2.252491e+00
4.687912341566475e+00	2.159367e+00
4.690221463719316e+00	2.048021e+00
4.692631547156035e+00	1.915728e+00
4.695143094968690e+00	1.760212e+00
4.697766052368272e+00	1.578869e+00
4.700495006299551e+00	1.370392e+00
4.703344900174868e+00	1.132395e+00
4.706306475505666e+00	8.650646e-01
4.709397756457446e+00	5.670298e-01
4.712606887463136e+00	2.408291e-01
4.715954305512735e+00	-1.127431e-01
4.719425865621707e+00	-4.874710e-01
