time	V(n006)
2.687098269429419e-006	-2.287969e-004
3.236340966231521e-006	-4.041420e-004
3.823654408826421e-006	-6.285319e-004
3.962597385445495e-006	-6.885779e-004
4.095599116879953e-006	-7.511025e-004
4.147427867275239e-006	-7.763799e-004
4.274643317943165e-006	-8.403044e-004
4.499416053641678e-006	-9.591073e-004
4.724188789340189e-006	-1.085580e-003
4.948961525038701e-006	-1.219722e-003
5.173734260737213e-006	-1.361533e-003
5.398506996435725e-006	-1.511014e-003
5.623279732134237e-006	-1.668165e-003
5.848052467832748e-006	-1.832985e-003
6.086994646241918e-006	-2.012543e-003
6.237957203031348e-006	-2.130853e-003
6.356347725733727e-006	-2.226569e-003
7.734658477420462e-006	-3.529708e-003
9.112969229107197e-006	-5.138203e-003
1.049127998079393e-005	-7.052051e-003
1.186959073248067e-005	-9.271254e-003
1.324790148416740e-005	-1.179581e-002
1.462621223585413e-005	-1.462572e-002
1.600452298754087e-005	-1.776099e-002
2.537689612568507e-005	-4.532776e-002
4.412164240197349e-005	-1.259443e-001
7.665163215572551e-005	-3.144637e-001
1.182675073049101e-004	-6.066263e-001
1.631137840924523e-004	-9.519718e-001
2.341444671252430e-004	-1.502140e+000
3.014845954838849e-004	-1.980912e+000
3.961961691013550e-004	-2.545845e+000
4.764103627791062e-004	-2.921163e+000
5.109005441090782e-004	-3.036687e+000
5.523409258268450e-004	-3.127644e+000
5.963817799273779e-004	-3.178637e+000
6.481733040434901e-004	-3.168788e+000
7.321156852009278e-004	-3.059787e+000
7.342032397464876e-004	-3.055276e+000
7.383783488376074e-004	-3.043916e+000
7.554162024717916e-004	-2.992624e+000
7.724540561059758e-004	-2.935220e+000
7.894919097401600e-004	-2.871707e+000
8.065297633743442e-004	-2.802082e+000
8.235676170085284e-004	-2.726347e+000
8.406054706427125e-004	-2.644501e+000
8.576433242768967e-004	-2.556545e+000
8.883633242768968e-004	-2.380571e+000
9.293233242768968e-004	-2.115247e+000
1.011243324276897e-003	-1.514547e+000
1.119734714804460e-003	-6.443981e-001
1.124439822772389e-003	-6.044297e-001
1.133850038708247e-003	-5.221386e-001
1.144764469173914e-003	-4.264352e-001
1.154965826613357e-003	-3.367429e-001
1.163708602215713e-003	-2.597158e-001
1.172106590511155e-003	-1.856214e-001
1.183452124408984e-003	-8.544295e-002
1.195341035086394e-003	1.953498e-002
1.208948531158006e-003	1.395540e-001
1.247777753186133e-003	4.794795e-001
1.285865768091598e-003	8.083016e-001
1.299275106179878e-003	9.213521e-001
1.306007083838125e-003	9.782645e-001
1.312739061496373e-003	1.034693e+000
1.319471039154620e-003	1.090637e+000
1.326203016812867e-003	1.146096e+000
1.332934994471114e-003	1.201072e+000
1.339666972129362e-003	1.255563e+000
1.346398949787609e-003	1.309570e+000
1.364337042270749e-003	1.450268e+000
1.400213227237029e-003	1.716246e+000
1.471965597169588e-003	2.191884e+000
1.555283373731720e-003	2.658248e+000
1.604459208226412e-003	2.876247e+000
1.641005962932365e-003	2.997468e+000
1.681099140479175e-003	3.090279e+000
1.729911489196857e-003	3.152535e+000
1.779927287865398e-003	3.150243e+000
1.861039901615450e-003	2.999111e+000
1.990802218588278e-003	2.562466e+000
2.003214248694317e-003	2.495468e+000
2.015626278800357e-003	2.425290e+000
2.028038308906396e-003	2.351933e+000
2.040450339012435e-003	2.275397e+000
2.052862369118474e-003	2.195681e+000
2.065274399224513e-003	2.112785e+000
2.077686429330552e-003	2.026710e+000
2.161462899692016e-003	1.407864e+000
2.240825894595862e-003	7.670199e-001
2.286625428204501e-003	3.747494e-001
2.331967419528113e-003	-2.319971e-002
2.349595946252987e-003	-1.786288e-001
2.366812387983903e-003	-3.302055e-001
2.383519779509392e-003	-4.766203e-001
2.428821416343745e-003	-8.678386e-001
2.452046398477963e-003	-1.065465e+000
2.475271380612182e-003	-1.256771e+000
2.498496362746400e-003	-1.441757e+000
2.521721344880619e-003	-1.620422e+000
2.544946327014837e-003	-1.792766e+000
2.568171309149056e-003	-1.958790e+000
2.591396291283274e-003	-2.118493e+000
2.622126780219468e-003	-2.312261e+000
2.662456145664837e-003	-2.538491e+000
2.718471480399540e-003	-2.800644e+000
2.777020276521368e-003	-3.013209e+000
2.817479129508382e-003	-3.112984e+000
2.866281225105693e-003	-3.175796e+000
2.916300846809493e-003	-3.173064e+000
2.997419560186553e-003	-3.019400e+000
3.126809009543971e-003	-2.463538e+000
3.322407713902881e-003	-1.169957e+000
3.461580796051709e-003	-4.287966e-002
3.598758527679228e-003	1.115363e+000
3.690988807785718e-003	1.819058e+000
3.794405687772366e-003	2.468718e+000
3.874218256330057e-003	2.858688e+000
3.911504034670705e-003	2.991339e+000
3.948682239165923e-003	3.083364e+000
3.986451035564267e-003	3.143831e+000
4.022336810708092e-003	3.168474e+000
4.063837541151838e-003	3.156158e+000
4.111590050597062e-003	3.089180e+000
4.171176269058026e-003	2.926500e+000
4.251420776625931e-003	2.577677e+000
4.367164009921613e-003	1.873679e+000
4.493969091824424e-003	9.214120e-001
4.568103949134399e-003	2.983844e-001
4.607609318001872e-003	-4.827866e-002
4.628417731282870e-003	-2.319897e-001
4.642570217251506e-003	-3.566632e-001
4.652853813871778e-003	-4.471022e-001
4.663137410492050e-003	-5.368638e-001
4.673421007112321e-003	-6.259481e-001
4.683704603732593e-003	-7.143551e-001
4.693988200352864e-003	-8.020847e-001
4.704271796973136e-003	-8.891370e-001
4.714555393593408e-003	-9.755119e-001
4.765851386589670e-003	-1.383298e+000
4.868443372582194e-003	-2.116968e+000
4.945362305313996e-003	-2.581548e+000
4.999674677076787e-003	-2.841101e+000
5.039699549147922e-003	-2.987870e+000
5.077631142392258e-003	-3.089388e+000
5.118674349230113e-003	-3.161144e+000
5.155930615683566e-003	-3.186272e+000
5.216535275167467e-003	-3.139988e+000
5.314410979607240e-003	-2.868223e+000
5.468273668890565e-003	-2.048817e+000
5.691168505295289e-003	-3.908057e-001
5.821201279362406e-003	6.926495e-001
5.945667648929729e-003	1.672830e+000
6.065614590744275e-003	2.456292e+000
6.142113838018702e-003	2.840438e+000
6.180608340163922e-003	2.980396e+000
6.218115334547953e-003	3.077937e+000
6.249573639764502e-003	3.134430e+000
6.279050276179574e-003	3.165015e+000
6.307416425772798e-003	3.174502e+000
6.334580703868269e-003	3.165023e+000
6.362485471645229e-003	3.136335e+000
6.391676232679761e-003	3.086094e+000
6.423548297256631e-003	3.007784e+000
6.460153422637801e-003	2.888266e+000
6.504569680861814e-003	2.702383e+000
6.561616633311516e-003	2.402128e+000
6.640824946930516e-003	1.886120e+000
6.759926110375683e-003	9.785052e-001
6.832479340417542e-003	3.710875e-001
6.871912149344156e-003	2.585373e-002
6.888941690367925e-003	-1.245228e-001
6.908962913462186e-003	-3.011888e-001
6.924628540996083e-003	-4.391751e-001
6.940294168529980e-003	-5.751438e-001
6.955959796063877e-003	-7.090949e-001
6.971625423597774e-003	-8.410284e-001
6.987291051131672e-003	-9.709443e-001
7.002956678665569e-003	-1.098843e+000
7.018622306199466e-003	-1.224723e+000
7.118753099140341e-003	-1.965680e+000
7.202884475049415e-003	-2.497826e+000
7.261423238971199e-003	-2.793977e+000
7.304244894105069e-003	-2.961509e+000
7.340300413816091e-003	-3.067574e+000
7.375247516353595e-003	-3.138484e+000
7.416321790294347e-003	-3.180864e+000
7.469214450194873e-003	-3.166270e+000
7.554908072519114e-003	-2.982909e+000
7.691107859218655e-003	-2.356801e+000
7.894813999311393e-003	-1.005942e+000
7.918403045124711e-003	-8.169405e-001
7.965581136751344e-003	-4.040519e-001
7.993957687764682e-003	-1.540983e-001
8.018291539734402e-003	6.092595e-002
8.037979185336035e-003	2.345491e-001
8.074600832415371e-003	5.548421e-001
8.110526663014527e-003	8.629846e-001
8.130596647187778e-003	1.031305e+000
8.153986326312195e-003	1.223018e+000
8.182981445838612e-003	1.452674e+000
8.221677799444719e-003	1.742116e+000
8.277784660807792e-003	2.117354e+000
8.367903999699911e-003	2.629835e+000
8.418566076074562e-003	2.860763e+000
8.456128084503328e-003	2.988835e+000
8.495574805559271e-003	3.082960e+000
8.546710095260346e-003	3.151357e+000
8.595858817945589e-003	3.152338e+000
8.675587225412456e-003	3.009666e+000
8.802889552573306e-003	2.480737e+000
8.995931660006689e-003	1.282753e+000
9.027550658421993e-003	1.039031e+000
9.090788655252599e-003	4.972848e-001
9.120258437726424e-003	2.404651e-001
9.143014822803880e-003	3.986925e-002
9.160966695654612e-003	-1.186601e-001
9.173549579364294e-003	-2.296875e-001
9.183047962513652e-003	-3.133368e-001
9.197960281707196e-003	-4.447930e-001
9.212872600900738e-003	-5.746389e-001
9.227784920094281e-003	-7.028744e-001
9.242697239287823e-003	-8.294997e-001
9.257609558481367e-003	-9.545146e-001
9.272521877674909e-003	-1.077919e+000
9.287434196868453e-003	-1.199713e+000
9.359643747384168e-003	-1.736122e+000
9.488186812752222e-003	-2.554260e+000
9.543222448383702e-003	-2.832250e+000
9.583730109849460e-003	-2.983118e+000
9.621373716254570e-003	-3.086879e+000
9.656719907768795e-003	-3.152982e+000
9.692300550258619e-003	-3.184202e+000
9.747228389892230e-003	-3.160480e+000
9.836151342163322e-003	-2.954995e+000
9.977102711839839e-003	-2.278357e+000
1.018624215559223e-002	-8.069826e-001
1.031521107284302e-002	2.598589e-001
1.043960452355797e-002	1.324033e+000
1.043964015681834e-002	1.324321e+000
1.044077044603921e-002	1.333440e+000
1.044190073526008e-002	1.342544e+000
1.044303102448094e-002	1.351632e+000
1.044416131370181e-002	1.360705e+000
1.044529160292267e-002	1.369762e+000
1.044642189214354e-002	1.378803e+000
1.044755218136441e-002	1.387829e+000
1.047227668615291e-002	1.580227e+000
1.050032789469584e-002	1.785764e+000
1.055643031178168e-002	2.148684e+000
1.066863514595338e-002	2.754545e+000
1.071193970455858e-002	2.935203e+000
1.074765481457578e-002	3.040585e+000
1.078395111960070e-002	3.114463e+000
1.082526862602486e-002	3.157545e+000
1.087807107077330e-002	3.143994e+000
1.096362131914699e-002	2.964445e+000
1.109960905529090e-002	2.347104e+000
1.130306834620700e-002	1.009137e+000
1.132780597054420e-002	8.119093e-001
1.137132517443387e-002	4.318773e-001
1.140985714136555e-002	9.273169e-002
1.142678907613860e-002	-5.694838e-002
1.144217160452746e-002	-1.928730e-001
1.146064717438258e-002	-3.555944e-001
1.147755084095736e-002	-5.036575e-001
1.151410270075958e-002	-8.195206e-001
1.155593744135502e-002	-1.170305e+000
1.158142377655419e-002	-1.376325e+000
1.161234628832333e-002	-1.616404e+000
1.165229811942462e-002	-1.906959e+000
1.170742836758367e-002	-2.262641e+000
1.179020573653091e-002	-2.713508e+000
1.183735812406029e-002	-2.918436e+000
1.187251116094167e-002	-3.031823e+000
1.191351191380614e-002	-3.123646e+000
1.195910008081421e-002	-3.178267e+000
1.201031646481982e-002	-3.170754e+000
1.209334306491323e-002	-3.004932e+000
1.222558355553720e-002	-2.419920e+000
1.242462081302875e-002	-1.082705e+000
1.255787604263737e-002	3.022422e-003
1.269028105738063e-002	1.122011e+000
1.278041826857753e-002	1.809894e+000
1.288346481886147e-002	2.459091e+000
1.296378487365262e-002	2.852045e+000
1.300539694649758e-002	3.000019e+000
1.304003625477682e-002	3.088300e+000
1.308029310765042e-002	3.154325e+000
1.310707325069874e-002	3.176671e+000
1.313385339374705e-002	3.179276e+000
1.316063353679537e-002	3.162141e+000
1.318741367984369e-002	3.125266e+000
1.321419382289201e-002	3.068650e+000
1.324097396594033e-002	2.992294e+000
1.326775410898865e-002	2.896197e+000
1.338717665380681e-002	2.280395e+000
1.359670938416178e-002	8.451465e-001
1.360658002993861e-002	7.654410e-001
1.362632132149226e-002	5.918671e-001
1.364081560971334e-002	4.640550e-001
1.365127297622614e-002	3.715989e-001
1.367224979515812e-002	1.856830e-001
1.369695483204290e-002	-3.346952e-002
1.370640517285877e-002	-1.171997e-001
1.371783032344005e-002	-2.182304e-001
1.373300809023568e-002	-3.519166e-001
1.375538131126853e-002	-5.471941e-001
1.379317143089326e-002	-8.686081e-001
1.386709507224547e-002	-1.445053e+000
1.401494235494988e-002	-2.446015e+000
1.407521486641728e-002	-2.772957e+000
1.411916680268858e-002	-2.950231e+000
1.415442669538399e-002	-3.056834e+000
1.419252512850776e-002	-3.136236e+000
1.423416724118168e-002	-3.180756e+000
1.428684927163242e-002	-3.167116e+000
1.437220812311469e-002	-2.985995e+000
1.450791264041588e-002	-2.365021e+000
1.471104166217571e-002	-1.021943e+000
1.473499131496441e-002	-8.303735e-001
1.478289062054182e-002	-4.115390e-001
1.481157075539237e-002	-1.590175e-001
1.483624396208556e-002	5.898290e-002
1.485636234497405e-002	2.363950e-001
1.489398686419466e-002	5.653542e-001
1.493123575435196e-002	8.844256e-001
1.495215320248715e-002	1.059369e+000
1.497657514143350e-002	1.258654e+000
1.500687563613858e-002	1.496934e+000
1.504730406901591e-002	1.795694e+000
1.510580660303339e-002	2.178169e+000
1.520003745985680e-002	2.695818e+000
1.524699514490616e-002	2.899741e+000
1.528201337940323e-002	3.011124e+000
1.532310312620247e-002	3.101870e+000
1.536837733496547e-002	3.155372e+000
1.541971046787674e-002	3.147892e+000
1.550292302341174e-002	2.983513e+000
1.563544057176068e-002	2.401985e+000
1.583480860720907e-002	1.119639e+000
1.586215989400558e-002	9.043018e-001
1.591686246759860e-002	4.293547e-001
1.596765245204545e-002	-1.663142e-002
1.599099557229319e-002	-2.225761e-001
1.601212594654736e-002	-4.083640e-001
1.605664764035598e-002	-7.944658e-001
1.610637755434733e-002	-1.210706e+000
1.613684572684834e-002	-1.454294e+000
1.617543561381313e-002	-1.746333e+000
1.622720760614143e-002	-2.101643e+000
1.630281969503262e-002	-2.546147e+000
1.636969932137936e-002	-2.864800e+000
1.640811536294988e-002	-3.003141e+000
1.644702807828999e-002	-3.099305e+000
1.650010012538356e-002	-3.173650e+000
1.654852439304137e-002	-3.176947e+000
1.662709508512417e-002	-3.038909e+000
1.675265347223189e-002	-2.521193e+000
1.694353442728565e-002	-1.284150e+000
1.709631676706028e-002	-5.568910e-002
1.723651553270900e-002	1.125384e+000
1.733075551020248e-002	1.841621e+000
1.743642844444711e-002	2.505495e+000
1.750237316664355e-002	2.829895e+000
1.754171684029506e-002	2.973753e+000
1.757692712002354e-002	3.066905e+000
1.761574533376908e-002	3.135701e+000
1.765116134036745e-002	3.166852e+000
1.769085233438043e-002	3.164165e+000
1.773387289155691e-002	3.117956e+000
1.778302150971380e-002	3.009321e+000
1.784381287599035e-002	2.795951e+000
1.792182830481997e-002	2.404931e+000
1.802925812475091e-002	1.697680e+000
1.815817282595318e-002	7.055985e-001
1.815970655269202e-002	6.927658e-001
1.816277400616971e-002	6.660971e-001
1.816465643807178e-002	6.497167e-001
1.816605782663013e-002	6.375120e-001
1.816758973156368e-002	6.241615e-001
1.816902075645486e-002	6.116820e-001
1.817101988604146e-002	5.942361e-001
1.817304765358203e-002	5.765263e-001
1.817549922688571e-002	5.550954e-001
1.817863511835249e-002	5.276508e-001
1.818364087762708e-002	4.837842e-001
1.818810139696533e-002	4.446421e-001
1.819396312515684e-002	3.930921e-001
1.819982485334836e-002	3.414899e-001
1.820568658153987e-002	2.898357e-001
1.821154830973139e-002	2.381293e-001
1.821741003792290e-002	1.863709e-001
1.822327176611441e-002	1.345603e-001
1.822913349430593e-002	8.269763e-002
1.825778684220497e-002	-1.696962e-001
1.831509353800305e-002	-6.611502e-001
1.842970692959920e-002	-1.576679e+000
1.853199811404039e-002	-2.290630e+000
1.860056280598509e-002	-2.679231e+000
1.864978524168098e-002	-2.896885e+000
1.868636393873816e-002	-3.019705e+000
1.872643658686631e-002	-3.113545e+000
1.877532235581211e-002	-3.176481e+000
1.882531077759533e-002	-3.173864e+000
1.890637971080528e-002	-3.020467e+000
1.903569456752479e-002	-2.465215e+000
1.923120246819050e-002	-1.173229e+000
1.936828048435360e-002	-6.198753e-002
1.949347053072383e-002	1.001133e+000
1.958615024310107e-002	1.722420e+000
1.968460442914471e-002	2.358104e+000
1.978334829573312e-002	2.855673e+000
1.982062431426451e-002	2.991355e+000
1.986025186768820e-002	3.088938e+000
1.989577226649653e-002	3.145909e+000
1.992853792282052e-002	3.170587e+000
1.996230337312504e-002	3.168391e+000
1.999553555710728e-002	3.139105e+000
2.003098107644130e-002	3.077905e+000
2.007011368611705e-002	2.975512e+000
2.011478390344310e-002	2.815257e+000
2.016853891631171e-002	2.564137e+000
2.023762925501000e-002	2.157405e+000
2.033197600198687e-002	1.488099e+000
2.043182739637597e-002	6.884755e-001
2.047307783268685e-002	3.352110e-001
2.051257341139806e-002	-1.228913e-002
2.053928144282687e-002	-2.477561e-001
2.056464584427659e-002	-4.705273e-001
2.057875051117201e-002	-5.943775e-001
2.059285517806742e-002	-7.166164e-001
2.060695984496283e-002	-8.372441e-001
2.062106451185825e-002	-9.562605e-001
2.063516917875366e-002	-1.073666e+000
2.064927384564907e-002	-1.189459e+000
2.066337851254449e-002	-1.303642e+000
2.071183393250617e-002	-1.669169e+000
2.080874477242952e-002	-2.317762e+000
2.087610975446998e-002	-2.693399e+000
2.092458336068301e-002	-2.904989e+000
2.096064792825405e-002	-3.024349e+000
2.100105249469305e-002	-3.117472e+000
2.104875391993372e-002	-3.177347e+000
2.109918374671490e-002	-3.172990e+000
2.118095675898786e-002	-3.015149e+000
2.131132567917570e-002	-2.449192e+000
2.150811277373130e-002	-1.140786e+000
2.164379187183856e-002	-3.975117e-002
2.178040644471416e-002	1.114821e+000
2.187160915927864e-002	1.811618e+000
2.197473650359076e-002	2.459985e+000
2.205762281772875e-002	2.864896e+000
2.209451329424025e-002	2.995736e+000
2.213118090774474e-002	3.086603e+000
2.216460823990553e-002	3.142203e+000
2.219570461757813e-002	3.169161e+000
2.222733705160655e-002	3.172189e+000
2.225876937418819e-002	3.150927e+000
2.229235580373936e-002	3.101274e+000
2.232947208068257e-002	3.014804e+000
2.237200155651198e-002	2.875861e+000
2.242340830704898e-002	2.653353e+000
2.248995540997394e-002	2.284315e+000
2.258157063523531e-002	1.653117e+000
2.272004251398511e-002	5.532814e-001
2.276671434640740e-002	1.533352e-001
2.281086099740741e-002	-2.365988e-001
2.283888965526071e-002	-4.832157e-001
2.284981998036658e-002	-5.791404e-001
2.286075030547246e-002	-6.741824e-001
2.287168063057833e-002	-7.683416e-001
2.288261095568420e-002	-8.616180e-001
2.289354128079008e-002	-9.540116e-001
2.290447160589595e-002	-1.045522e+000
2.291540193100182e-002	-1.136150e+000
2.294732734449361e-002	-1.390908e+000
2.301117817147720e-002	-1.849288e+000
2.313887982544437e-002	-2.629301e+000
2.319001270637369e-002	-2.875533e+000
2.322789482074384e-002	-3.007796e+000
2.326714032973433e-002	-3.103562e+000
2.331900342280209e-002	-3.174658e+000
2.336788007800423e-002	-3.176334e+000
2.344717383357368e-002	-3.033921e+000
2.357382204799940e-002	-2.505368e+000
2.376605619009897e-002	-1.249719e+000
2.392191110646674e-002	7.034761e-003
2.406345448902959e-002	1.195745e+000
2.415548465907711e-002	1.887328e+000
2.426254799238255e-002	2.540972e+000
2.433806494688655e-002	2.894821e+000
2.437361144643216e-002	3.014062e+000
2.441001227877934e-002	3.099262e+000
2.444076644953690e-002	3.147304e+000
2.446957527458367e-002	3.170771e+000
2.449811914905391e-002	3.174050e+000
2.452569876138526e-002	3.158213e+000
2.455466217095984e-002	3.121348e+000
2.458573521174160e-002	3.059243e+000
2.462043977020358e-002	2.962581e+000
2.466134958969079e-002	2.812547e+000
2.471274360292446e-002	2.571550e+000
2.478128605125350e-002	2.167708e+000
2.488115939715201e-002	1.462868e+000
2.496082454770703e-002	8.282884e-001
2.501215597437975e-002	3.896493e-001
2.506425477438030e-002	-6.739578e-002
2.508269840951152e-002	-2.299862e-001
2.510063339594611e-002	-3.878524e-001
2.511852225914998e-002	-5.444722e-001
2.514861641748014e-002	-8.044379e-001
2.517871057581030e-002	-1.054596e+000
2.520880473414046e-002	-1.294948e+000
2.523889889247062e-002	-1.525492e+000
2.526899305080078e-002	-1.746229e+000
2.529908720913094e-002	-1.957158e+000
2.532918136746110e-002	-2.158281e+000
2.540416044069521e-002	-2.604942e+000
2.545731000512592e-002	-2.854758e+000
2.549655507604838e-002	-2.995984e+000
2.553495812759780e-002	-3.094771e+000
2.558268348719847e-002	-3.169548e+000
2.562588362296803e-002	-3.184792e+000
2.569607607423149e-002	-3.093644e+000
2.580886139710977e-002	-2.696426e+000
2.598326152927417e-002	-1.663984e+000
2.614263918000353e-002	-4.306935e-001
2.625052971623005e-002	4.898030e-001
2.635177141193792e-002	1.324940e+000
2.645016731218709e-002	2.039349e+000
2.654296579100316e-002	2.584952e+000
2.661775765367679e-002	2.919498e+000
2.665267278496088e-002	3.030317e+000
2.669327548893724e-002	3.115908e+000
2.672899241258185e-002	3.160286e+000
2.676313986796797e-002	3.172727e+000
2.679843605072982e-002	3.155488e+000
2.683430550117092e-002	3.106938e+000
2.687303395183797e-002	3.019519e+000
2.691628986375157e-002	2.880397e+000
2.696634398417630e-002	2.666942e+000
2.702827255852763e-002	2.331144e+000
2.710879057564843e-002	1.793747e+000
2.722203526113516e-002	9.211866e-001
2.727447336989523e-002	4.813946e-001
2.730843699679674e-002	1.844120e-001
2.732988987665182e-002	-4.805112e-003
2.733055827167054e-002	-1.072265e-002
2.733425201875326e-002	-4.338568e-002
2.733794576583599e-002	-7.603078e-002
2.734163951291872e-002	-1.086579e-001
2.734533326000145e-002	-1.412672e-001
2.734902700708418e-002	-1.738585e-001
2.735272075416691e-002	-2.064318e-001
2.735641450124964e-002	-2.389873e-001
2.737563979069247e-002	-4.074646e-001
2.741409036957815e-002	-7.373550e-001
2.749099152734949e-002	-1.345718e+000
2.764479384289218e-002	-2.407357e+000
2.770693062992766e-002	-2.752021e+000
2.775208694072870e-002	-2.938944e+000
2.778650343580211e-002	-3.045398e+000
2.782922573535221e-002	-3.136290e+000
2.787065623687857e-002	-3.181488e+000
2.792341676783525e-002	-3.167505e+000
2.800890039857761e-002	-2.985509e+000
2.814478957595564e-002	-2.362470e+000
2.834813400904248e-002	-1.016198e+000
2.837190080899926e-002	-8.259332e-001
2.841943440891281e-002	-4.100747e-001
2.844793864783029e-002	-1.590096e-001
2.847244587650306e-002	5.758293e-002
2.849240316335592e-002	2.336247e-001
2.852969529123120e-002	5.598154e-001
2.856658472483511e-002	8.760568e-001
2.858730376083924e-002	1.049555e+000
2.861151264702769e-002	1.247436e+000
2.864158612343656e-002	1.484481e+000
2.868178360245371e-002	1.782517e+000
2.874009700693326e-002	2.165621e+000
2.883431961669932e-002	2.686628e+000
2.888182491721995e-002	2.894647e+000
2.891722198397157e-002	3.008479e+000
2.895806217178212e-002	3.099782e+000
2.900421775535790e-002	3.155416e+000
2.905522307148928e-002	3.149246e+000
2.913791341083756e-002	2.988154e+000
2.926965252702879e-002	2.414456e+000
2.946808966446627e-002	1.142407e+000
2.949902961652422e-002	8.992192e-001
2.954979721688751e-002	4.590420e-001
2.960220221116484e-002	-8.258235e-004
2.962556998488892e-002	-2.069591e-001
2.964712628509257e-002	-3.966161e-001
2.966824902921054e-002	-5.811206e-001
2.970888794431368e-002	-9.298613e-001
2.973175459506311e-002	-1.121017e+000
2.975834837802060e-002	-1.337244e+000
2.979209835075214e-002	-1.600030e+000
2.983814952191612e-002	-1.931953e+000
2.990742097613757e-002	-2.364567e+000
2.999744034587238e-002	-2.825256e+000
3.003803106608591e-002	-2.983371e+000
3.007562543030784e-002	-3.087269e+000
3.011064385051482e-002	-3.153029e+000
3.014661498960474e-002	-3.184911e+000
3.020139828520228e-002	-3.161834e+000
3.029009220764748e-002	-2.957871e+000
3.043070816337563e-002	-2.284623e+000
3.063947032641459e-002	-8.182098e-001
3.076729205761664e-002	2.392692e-001
3.089018854003058e-002	1.292819e+000
3.089022405664078e-002	1.293107e+000
3.090754291226674e-002	1.432529e+000
3.092486176789271e-002	1.566391e+000
3.094218062351867e-002	1.694694e+000
3.095949947914463e-002	1.817438e+000
3.097681833477060e-002	1.934623e+000
3.099413719039656e-002	2.046249e+000
3.101145604602253e-002	2.152316e+000
3.112392245442372e-002	2.758533e+000
3.116703620450450e-002	2.937866e+000
3.120288573369639e-002	3.043241e+000
3.123864943032326e-002	3.115749e+000
3.127987094230055e-002	3.158497e+000
3.133270899280449e-002	3.144782e+000
3.141831582967058e-002	2.964796e+000
3.155438727129777e-002	2.346391e+000
3.175794404812165e-002	1.006695e+000
3.178261023948605e-002	8.099197e-001
3.182600218747838e-002	4.308479e-001
3.186331655535411e-002	1.023172e-001
3.187994195262449e-002	-4.470462e-002
3.189503808239048e-002	-1.781658e-001
3.191313946376701e-002	-3.377146e-001
3.192967234376452e-002	-4.826966e-001
3.196513996063119e-002	-7.898305e-001
3.200519744713140e-002	-1.127204e+000
3.202930981178256e-002	-1.323628e+000
3.205829348518347e-002	-1.551392e+000
3.209534594227630e-002	-1.826435e+000
3.214586713455563e-002	-2.165227e+000
3.222068090635545e-002	-2.594331e+000
3.228217480651903e-002	-2.879872e+000
3.231974371675379e-002	-3.011502e+000
3.235918608616885e-002	-3.106630e+000
3.241033709157720e-002	-3.175620e+000
3.245947994152914e-002	-3.176240e+000
3.253919896839122e-002	-3.031178e+000
3.266648718662975e-002	-2.496162e+000
3.285951190018368e-002	-1.235597e+000
3.299906427803784e-002	-1.088714e-001
3.312003644821816e-002	9.220164e-001
3.321126313806285e-002	1.646243e+000
3.329522913899127e-002	2.224321e+000
